#name	name2
NM_032291	SGIP1
NM_001173551	TMPRSS4
NM_004397	DDX6
NM_001257191	DDX6
NM_001198665	ARHGEF12
NM_015313	ARHGEF12
NM_005422	TECTA
NM_003105	SORL1
NM_024769	CLMP
NM_024806	C11orf63
NM_014715	ARHGAP32
NM_007037	ADAMTS8
NM_002545	OPCML
NM_032801	JAM3
NM_001205329	JAM3
NR_033852	LOC283177
NM_145651	SCGB1C1
NM_012239	SIRT3
NM_175932	PSMD13
NM_001286136	ODF3
NM_016526	BET1L
NM_021932	RIC8A
NM_025092	ATHL1
NM_006435	IFITM2
NM_138329	NLRP6
NR_038262	MIR210HG
NM_182612	PDDC1
NM_022772	EPS8L2
NM_001142676	CHID1
NM_001191061	SLC25A22
NM_016564	CEND1
NM_005961	MUC6
NM_002458	MUC5B
NR_021489	KRTAP5-AS1
NM_001007139	IGF2
NM_014555	TRPM5
NM_005706	TSSC4
NR_002728	KCNQ1OT1
NR_024627	KCNQ1DN
NM_005969	NAP1L4
NM_007152	ZNF195
NM_001130520	ZNF195
NR_044999	OR7E12P
NM_020402	CHRNA10
NM_152430	OR51E1
NM_001004752	OR51F1
NM_001004748	OR51A2
NM_033180	OR51B2
NM_001004750	OR51B6
NM_001004757	OR51Q1
NM_001004756	OR51M1
NM_001005288	OR51I1
NM_058166	TRIM6
NM_145053	UBQLNL
NM_017481	UBQLN3
NM_001003818	TRIM6
NM_001005289	OR52H1
NM_001005163	OR52D1
NM_033092	TRIM5
NM_021616	TRIM34
NM_001005167	OR52E6
NM_001005178	OR52W1
NM_012192	TIMM10B
NM_003737	DCHS1
NR_003945	GVINP1
NM_001004490	OR2AG2
NM_001004684	OR2D3
NM_013250	ZNF215
NM_198474	OLFML1
NR_036678	LOC283299
NM_003754	EIF3F
NR_033972	LOC440028
NM_001190702	MTRNR2L8
NM_032320	BTBD10
NR_045002	OR7E14P
NM_000525	KCNJ11
NM_001277269	OTOG
NM_004976	KCNC1
NM_054031	MRGPRX3
NM_001127380	SAA2
NR_026563	LOC494141
NM_006292	TSG101
NM_001261382	UEVLD
NM_001261384	UEVLD
NR_102708	LINC00678
NM_001709	BDNF
NM_024424	WT1
NM_001198552	WT1
NR_023920	WT1-AS
NM_024081	PRRG4
NM_033406	FBXO3
NM_001206616	EHF
NM_012153	EHF
NM_001206615	EHF
NM_001202557	CD44
NM_145803	TRAF6
NR_033868	HNRNPKP3
NR_026952	SEC14L1P1
NR_038907	ALKBH3-AS1
NM_001024844	CD82
NM_018389	SLC35C1
NM_001145266	SLC35C1
NM_152312	GYLTL1B
NM_001610	ACP2
NM_001251935	NR1H3
NM_000107	DDB2
NM_000256	MYBPC3
NM_001005470	OR4B1
NM_001206626	TRIM49B
NM_001005270	OR4C12
NM_001001955	OR4C13
NM_001005272	OR4A5
NM_001004059	OR4S2
NM_001004735	OR5D14
NM_032681	TRIM51
NR_036445	OR5AK4P
NM_001005186	OR6Q1
NM_207374	OR10W1
NM_201648	GLYAT
NM_145016	GLYATL2
NM_001142704	FAM111B
NM_015177	DTX4
NM_198847	FAM111A
NM_001142703	FAM111B
NR_110184	LOC101927204
NM_198947	FAM111B
NM_173801	OOSP2
NM_001243266	MS4A4A
NM_152866	MS4A1
NM_024098	CCDC86
NM_207341	ZP1
NM_017870	TMEM132A
NM_001254751	CD6
NM_178031	TMEM132A
NM_001079808	PGA4
NM_152718	VWCE
NM_001079807	PGA3
NM_015533	DAK
NM_001161454	CYB561A3
NM_001145077	LRRC10B
NM_004111	FEN1
NM_001139443	BEST1
NM_013401	RAB3IL1
NM_004183	BEST1
NM_020238	INCENP
NM_001040694	INCENP
NM_006551	SCGB1D2
NM_024771	NAA40
NM_013280	FLRT1
NM_001184883	PLCB3
NM_032989	BAD
NM_033310	KCNK4
NM_032344	NUDT22
NM_004451	ESRRA
NM_001286082	TRMT112
NM_153378	SLC22A12
NM_013306	SNX15
NM_005468	NAALADL1
NM_080668	CDCA5
NM_013299	SAC3D1
NM_138456	BATF2
NM_147777	SNX15
NR_037650	ARL2-SNX15
NM_014205	ZNHIT2
NM_031904	FRMD8
NM_006396	SSSCA1
NM_032193	RNASEH2C
NM_152760	SNX32
NM_004561	OVOL1
NM_006842	SF3B2
NM_024649	BBS1
NM_001198844	RBM4
NM_145200	CABP4
NM_001161473	ALDH3B1
NM_001030010	ALDH3B1
NM_198923	MRGPRD
NM_139075	TPCN2
NM_138768	MYEOV
NR_073536	SHANK2-AS3
NM_001360	DHCR7
NM_001163817	DHCR7
NR_038862	FLJ42102
NM_001012503	KRTAP5-7
NR_073388	ALG1L9P
NR_073387	ALG1L9P
NM_145309	LRTOMT
NR_026886	LRTOMT
NM_176072	P2RY2
NM_005472	KCNE3
NM_001278473	CHRDL2
NM_001098638	RNF169
NM_001145212	SLCO2B1
NM_001260506	RPS3
NM_001207014	SERPINH1
NR_046090	LOC283214
NM_001282456	LOC100506127
NM_004705	PRKRIR
NM_020798	USP35
NM_001286119	CCDC90B
NR_028026	CREBZF
NR_045004	OR7E2P
NM_012193	FZD4
NM_022337	RAB38
NM_001114173	CTSC
NM_148170	CTSC
NM_020358	TRIM49
NM_012124	CHORDC1
NM_181645	CCDC67
NM_001098672	HEPHL1
NM_016540	GPR83
NM_001190462	C11orf97
NM_002033	FUT4
NM_001161630	KDM4E
NR_103726	SRSF8
NR_110295	LOC100129203
NM_201281	MTMR2
NM_001243571	MTMR2
NM_016156	MTMR2
NM_032021	TMEM133
NM_015423	AASDHPPT
NM_017516	RAB39A
NM_006235	POU2AF1
NM_001271458	COLCA2
NR_046085	LOC100132078
NM_001177563	PPP2R1B
NM_138378	FDXACB1
NM_001037954	DIXDC1
NM_001276506	SDHD
NM_003002	SDHD
NM_006028	HTR3B
NM_000869	HTR3A
NM_000040	APOC3
NM_001184746	PAFAH1B2
NM_002572	PAFAH1B2
NR_045215	LOC100652768
NM_004716	PCSK7
NM_001040455	SIDT2
NM_014956	CEP164
NM_001271933	CEP164
NR_024527	SCN4B
NM_174934	SCN4B
NM_001142348	SCN4B
NM_000073	CD3G
NM_004788	UBE4A
NR_046370	LOC100131626
NM_032780	TMEM25
NM_001142281	ARCN1
NM_001144036	TMEM25
NM_001144035	TMEM25
NM_001144034	TMEM25
NM_020153	IFT46
NM_001655	ARCN1
NM_001168618	IFT46
NM_014807	C2CD2L
NM_016146	TRAPPC4
NM_001142505	ABCG4
NM_001282358	NLRX1
NM_024618	NLRX1
NM_006500	MCAM
NM_032015	RNF26
NM_001244682	POU2F3
NM_014352	POU2F3
NR_038829	LOC649133
NM_178507	OAF
NM_001198674	TMEM136
NM_006918	SC5D
NM_001024956	SC5D
NM_019604	CRTAM
NM_199124	C11orf63
NM_006597	HSPA8
NM_153201	HSPA8
NM_018400	SCN3B
NM_001004464	OR10G8
NM_001001953	OR10G9
NM_001005198	OR8G5
NM_001145290	SLC37A2
NM_198277	SLC37A2
NR_047586	TMEM218
NM_022549	FEZ1
NM_145014	HYLS1
NM_001144874	PATE4
NM_001251964	TP53AIP1
NR_045767	C11orf45
NM_003658	BARX2
NM_138788	TMEM45B
NM_014758	SNX19
NR_110140	LOC101929653
NM_001080407	GLB1L3
NM_052875	VPS26B
NM_198992	SYT10
NM_012174	FBXW8
NM_058169	LOH12CR1
NM_020297	ABCC9
NM_152989	SOX5
NM_001164748	RASSF8
NM_001164746	RASSF8
NM_001164747	RASSF8
NM_021238	FAM60A
NM_173600	MUC19
NM_001145108	NELL2
NM_001174128	SLC11A2
NM_015026	MON2
NM_173812	DPY19L2
NM_001145337	MDM2
NM_001278462	MDM2
NM_005639	SYT1
NM_152788	ANKS1B
NM_001173982	CHST11
NR_103526	C12orf42
NM_018413	CHST11
NM_001278419	C12orf42
NM_001099336	C12orf42
NM_014503	UTP20
NM_001146698	RBM19
NM_001204299	ZNF664-FAM101A
NM_001278558	WSB2
NM_001278557	WSB2
NM_001170738	IQSEC3
NR_027946	ERC1
NM_172364	CACNA2D4
NM_178040	ERC1
NM_020367	PARP11
NR_104461	PARP11
NM_020375	C12orf5
NM_001282285	DYRK4
NM_017417	GALNT8
NM_000552	VWF
NM_001144857	PLEKHG6
NR_015382	CD27-AS1
NM_001273	CHD4
NM_001286235	SLC2A14
NR_024420	LINC00937
NM_001197317	CLEC2D
NM_016511	CLEC1A
NR_104634	LOC100506159
NM_001987	ETV6
NM_016355	DDX47
NM_001080555	GSG1
NM_001080554	GSG1
NM_001206845	GSG1
NM_001206842	GSG1
NM_001206843	GSG1
NM_153823	GSG1
NM_030640	DUSP16
NM_018179	ATF7IP
NM_000834	GRIN2B
NM_020300	MGST1
NM_001170798	SLC15A5
NM_015954	DERA
NM_001143821	PLEKHA5
NM_134431	SLCO1A2
NM_003034	ST8SIA1
NM_001286175	C2CD5
NM_001178093	BCAT1
NM_001178091	BCAT1
NM_005504	BCAT1
NM_001145727	LMNTD1
NM_003622	PPFIBP1
NM_177444	PPFIBP1
NM_001248002	ARNTL2
NM_004572	PKP2
NM_139241	FGD4
NM_001005242	PKP2
NM_001173464	KIF21A
NM_001190979	YAF2
NM_016123	IRAK4
NM_001204803	ANO6
NM_001025356	ANO6
NM_001142678	ANO6
NM_001278390	SLC38A1
NM_023071	SPATS2
NM_173602	DIP2B
NM_052879	LARP4
NM_001177984	SCN8A
NM_014191	SCN8A
NM_001258401	SLC4A8
NM_000224	KRT18
NM_002206	ITGA7
NM_001798	CDK2
NM_001172697	TSFM
NM_001270623	SLC16A7
NM_004731	SLC16A7
NR_073055	SLC16A7
NM_020700	PPM1H
NM_020762	SRGAP1
NM_001193461	MSRB3
NR_026825	RPSAP52
NM_001874	CPM
NR_110072	LOC101928002
NM_018279	TMEM19
NM_002480	PPP1R12A
NM_172240	POC1B
NM_001731	BTG1
NM_003805	CRADD
NR_110092	LOC101928731
NM_016122	CEP83
NM_001170464	CDK17
NM_001160	APAF1
NM_001206978	NR1H4
NM_017564	STAB2
NM_001031701	NT5DC3
NM_001101421	MYO1H
NM_018984	SSH1
NM_002973	ATXN2
NM_015267	CUX2
NM_144671	FAM109A
NM_001177997	FAM109A
NM_006817	ERP29
NM_139078	MAPKAPK5
NM_001109662	HECTD4
NM_003668	MAPKAPK5
NM_001034025	ERP29
NM_006187	OAS3
NM_181486	TBX5
NM_015335	MED13L
NM_001109903	RNFT2
NM_001204213	NOS1
NM_139015	SPPL3
NM_032590	KDM2B
NM_144668	WDR66
NM_001080825	TMEM120B
NM_001005366	KDM2B
NM_002956	CLIP1
NM_001516	GTF2H3
NM_001271866	GTF2H3
NM_207437	DNAH10
NM_001082959	SCARB1
NM_198827	GPR133
NM_015409	EP400
NM_001122636	GALNT9
NM_004592	SFSWAP
NM_003565	ULK1
NM_001122848	SLC6A12
NM_003044	SLC6A12
NR_028415	LINC00942
NM_031474	NRIP2
NR_046432	RHNO1
NR_104115	DYRK4
NM_001278309	AKAP3
NM_006422	AKAP3
NR_110112	LOC101929549
NM_002235	KCNA6
NM_000217	KCNA1
NM_001038	SCNN1A
NM_001256799	GAPDH
NM_001289746	GAPDH
NM_001242	CD27
NM_153685	PIANP
NM_031491	RBP5
NM_174941	CD163L1
NM_001644	APOBEC1
NM_024865	NANOG
NM_006931	SLC2A3
NM_015509	NECAP1
NM_004054	C3AR1
NR_026788	FAM66C
NM_194448	CLEC4A
NM_018088	FAM90A1
NM_001004328	ZNF705A
NM_144670	A2ML1
NM_001282424	A2ML1
NM_005810	KLRG1
NM_005127	CLEC2B
NM_016509	CLEC1B
NM_207345	CLEC9A
NM_205852	CLEC12B
NM_001172633	OLR1
NM_001172632	OLR1
NM_022570	CLEC7A
NM_002543	OLR1
NM_197949	CLEC7A
NM_153022	TMEM52B
NM_001079815	TMEM52B
NM_197948	CLEC7A
NM_002262	KLRD1
NM_001114396	KLRD1
NM_007334	KLRD1
NM_031412	GABARAPL1
NM_002260	KLRC2
NM_213658	KLRC1
NM_002259	KLRC1
NM_001199805	KLRC4-KLRK1
NM_023919	TAS2R7
NM_176888	TAS2R19
NM_001271592	LOC100129361
NM_001261399	PRB4
NR_033890	LINC01252
NM_030817	APOLD1
NM_020853	KIAA1467
NR_002774	HTR7P1
NR_036555	LINC01559
NM_000900	MGP
NM_001190860	PLEKHA5
NM_021094	SLCO1A2
NM_000415	IAPP
NM_002300	LDHB
NM_001174097	LDHB
NM_018686	CMAS
NM_001101339	C12orf77
NM_005086	SSPN
NM_001145010	SMCO2
NR_103860	LOC100506606
NR_073171	OVCH1-AS1
NR_040245	LINC00941
NM_001080509	TSPAN11
NM_001257145	DDX11
NM_030653	DDX11
NM_152438	DDX11
NR_026806	FLJ13224
NM_001278463	DNM1L
NM_001013620	ALG10B
NM_173601	GXYLT1
NM_001099650	GXYLT1
NR_110042	LOC101927058
NR_026583	RACGAP1P
NM_181847	AMIGO2
NM_001143668	AMIGO2
NM_024056	TMEM106C
NM_000376	VDR
NM_024095	ASB8
NM_012404	ANP32D
NM_001005203	OR8S1
NM_015270	ADCY6
NM_020983	ADCY6
NM_004818	DDX23
NM_006082	TUBA1B
NM_018113	LMBR1L
NR_033267	LOC100335030
NR_027501	BCDIN3D-AS1
NM_181708	BCDIN3D
NR_110048	LOC101927292
NM_001652	AQP6
NM_000486	AQP2
NR_033200	LARP4
NM_005171	ATF1
NM_014033	METTL7A
NR_045020	LETMD1
NR_045017	LETMD1
NM_001136269	DAZAP2
NM_001258403	SLC4A8
NM_182507	KRT80
NM_005556	KRT7
NM_002282	KRT83
NM_033045	KRT84
NM_033448	KRT71
NM_175053	KRT74
NM_015848	KRT76
NM_001256293	KRT8
NR_033854	LOC283335
NM_001417	EIF4B
NM_001004304	ZNF740
NM_012291	ESPL1
NM_003109	SP1
NM_018457	PRR13
NM_001143682	CALCOCO1
NR_026554	CALCOCO1
NM_017410	HOXC13
NR_026655	FLJ12825
NM_001127321	CBX5
NM_001243787	SMUG1
NM_001127322	CBX5
NM_002136	HNRNPA1
NM_031157	HNRNPA1
NM_015481	ZNF385A
NM_002205	ITGA5
NM_001261844	TESPA1
NM_001098815	TESPA1
NM_014796	TESPA1
NM_001005490	OR6C74
NM_206899	OR10P1
NM_001258285	OR2AP1
NM_002868	RAB5B
NM_001029	RPS26
NM_006191	PA2G4
NM_194359	RNF41
NR_040053	RNF41
NM_005419	STAT2
NM_001127460	PAN2
NM_004077	CS
NM_198332	STAT2
NM_003920	TIMELESS
NM_002898	RBMS2
NM_001178079	STAT6
NM_001160045	GLI1
NM_031479	INHBE
NM_000785	CYP27B1
NM_023033	METTL1
NM_015433	METTL21B
NM_206914	METTL21B
NM_005730	CTDSP2
NM_033276	XRCC6BP1
NM_000706	AVPR1A
NM_001167614	LEMD3
NM_001282609	TMBIM4
NM_018448	CAND1
NR_103861	LOC100507175
NM_018656	SLC35E3
NM_001005502	CPM
NM_001042555	FRS2
NM_001278356	FRS2
NM_001278355	FRS2
NM_001278402	RAB3IP
NM_001024647	RAB3IP
NM_001206972	PTPRB
NM_144982	ZFC3H1
NM_031435	THAP2
NM_014999	RAB21
NR_110130	LOC101928137
NM_001136262	ATXN7L3B
NM_152436	GLIPR1L2
NM_007350	PHLDA1
NM_018057	SLC6A15
NM_003994	KITLG
NR_038385	LOC728084
NR_038868	LINC00615
NM_002345	LUM
NM_199040	NUDT4
NM_019094	NUDT4
NM_001270468	SOCS2
NM_006838	METAP2
NM_003095	SNRPF
NR_077241	LOC643711
NR_077240	LOC643711
NR_110095	LOC101928937
NM_153364	FAM71C
NR_024261	GOLGA2P5
NM_024312	GNPTAB
NM_018370	DRAM1
NM_017915	PARPBP
NM_001111283	IGF1
NR_033855	LINC00485
NM_003211	TDG
NR_027752	ALDH1L2
NM_001145199	C12orf75
NR_110110	CASC18
NM_001206609	SELPLG
NM_032663	USP30
NM_001093	ACACB
NM_213596	FOXN4
NM_001286531	RAD9B
NM_005475	SH2B3
NM_025247	ACAD10
NR_015404	MAPKAPK5-AS1
NR_036636	ADAM1A
NM_024953	NAA25
NM_000970	RPL6
NM_001024662	RPL6
NM_002834	PTPN11
NM_080601	PTPN11
NM_002535	OAS2
NM_001032731	OAS2
NM_001111322	DDX54
NM_024072	DDX54
NR_038440	TBX5-AS1
NM_024738	C12orf49
NR_103809	LOC100506551
NM_002567	PEBP1
NM_022491	SUDS3
NM_003746	DYNLL1
NR_038854	NRAV
NM_176818	GATC
NM_015918	POP5
NM_014730	MLEC
NR_024345	HNF1A-AS1
NM_001286197	C12orf43
NM_001286196	C12orf43
NM_001286191	C12orf43
NM_000545	HNF1A
NM_001256858	RNF34
NM_194271	RNF34
NR_048555	PSMD9
NM_022916	VPS33A
NM_001278303	DIABLO
NM_006018	HCAR3
NM_032554	HCAR1
NM_004642	CDK2AP1
NM_018183	SBNO1
NM_001167856	SBNO1
NR_110049	LOC101927415
NM_012463	ATP6V0A2
NM_001143850	TCTN2
NM_021009	UBC
NR_038256	LINC00943
NR_046392	LINC00507
NR_110058	LOC101927735
NR_024457	LOC100190940
NM_007197	FZD10
NR_033834	FZD10-AS1
NM_006325	RAN
NR_026670	LINC01257
NM_016155	MMP17
NM_025215	PUS1
NM_021808	GALNT9
NR_024563	LOC100130238
NM_001170543	PGAM5
NM_001195520	LRCOL1
NM_001172557	GOLGA3
NM_005895	GOLGA3
NR_110091	LOC101928597
NM_003428	ZNF84
NM_003440	ZNF140
NM_002267	KPNA3
NR_002815	TPTE2P6
NR_104487	ZDHHC20
NM_015678	NBEA
NM_007249	KLF12
NR_046989	LINC00351
NM_005708	GPC6
NM_052867	NALCN
NM_014572	LATS2
NM_022459	XPO4
NM_152726	MICU2
NM_001204458	TNFRSF19
NM_005932	MIPEP
NM_006437	PARP4
NM_001286792	SPATA13
NM_004685	MTMR6
NM_001260	CDK8
NM_182488	USP12
NM_153371	LNX2
NM_175854	PAN3
NM_001160030	FLT1
NM_002019	FLT1
NM_003045	SLC7A1
NM_015233	MTUS2
NM_001033602	MTUS2
NM_001286504	HSPH1
NM_006644	HSPH1
NM_194318	B3GALTL
NM_001286503	HSPH1
NM_015032	PDS5B
NM_023037	FRY
NM_033111	N4BP2L2
NM_005905	SMAD9
NM_207361	FREM2
NM_001145079	COG6
NM_002015	FOXO1
NR_038258	TPTE2P5
NM_001204505	DGKH
NM_001002264	EPSTI1
NM_013238	DNAJC15
NM_001010897	SERP2
NR_046227	CPB2-AS1
NM_052950	WDFY2
NM_199289	NEK5
NM_001011724	HNRNPA1L2
NM_001011725	HNRNPA1L2
NR_047488	LINC00558
NM_005358	LMO7
NM_153456	HS6ST3
NM_005073	SLC15A1
NM_177967	UBAC2
NR_104592	CLYBL
NM_001286453	TMTC4
NR_047687	NALCN-AS1
NM_018210	CARKD
NR_104587	ANKRD10
NR_040103	CARKD
NM_001113513	ARHGEF7
NR_027995	ANKRD20A9P
NM_017520	MPHOSPH8
NM_004004	GJB2
NM_021954	GJA3
NM_138284	IL17D
NM_024026	MRPL57
NM_005870	SAP18
NR_033774	BASP1P1
NM_001278055	SACS
NR_103450	SACS-AS1
NR_104595	SPATA13
NM_001185085	ATP12A
NR_026730	TPTE2P1
NM_152704	AMER2
NM_001007538	SHISA2
NM_183044	RNF6
NM_183043	RNF6
NM_000982	RPL21
NR_026911	RPL21P28
NM_152705	POLR1D
NM_145657	GSX1
NM_004119	FLT3
NM_181785	SLC46A3
NM_002128	HMGB1
NR_103839	FRY-AS1
NR_026928	N4BP2L2-IT2
NM_002915	RFC3
NR_045181	SPG20-AS1
NR_040244	LINC00547
NR_046999	LINC00366
NM_001017370	NHLRC3
NM_014252	SLC25A15
NR_002163	OR7E37P
NM_033012	TNFSF11
NR_046843	SMIM2-IT1
NR_104064	SMIM2-AS1
NM_001286273	TPT1
NR_024458	TPT1-AS1
NM_002298	LCP1
NR_047493	LINC00563
NM_003850	SUCLA2
NM_018283	NUDT15
NM_001286831	RCBTB2
NM_018191	RCBTB1
NM_138450	ARL11
NM_001127482	SPRYD7
NR_003268	CTAGE10P
NR_002183	ST13P4
NR_102432	LINC00371
NM_145019	FAM124A
NM_024705	DHRS12
NR_108063	LINC00458
NR_108062	LINC00458
NM_198441	PRR20A
NM_198441	PRR20A
NM_198441	PRR20A
NM_198441	PRR20A
NM_198441	PRR20A
NM_001040429	PCDH17
NR_047011	LINC00395
NR_002171	OR7E156P
NM_001128226	DIS3
NR_047005	LINC00381
NR_027466	CTAGE11P
NM_138444	KCTD12
NR_104138	LINC01080
NM_015567	SLITRK5
NR_027039	LINC00410
NR_046514	SOX21-AS1
NM_198968	DZIP1
NR_047483	LINC00554
NR_047686	PCCA-AS1
NM_033110	GGACT
NM_017693	BIVM
NR_051977	LINC00551
NR_047026	LINC00443
NR_046848	FAM155A-IT1
NM_005537	ING1
NM_198219	ING1
NR_027701	LINC00346
NM_001286278	TUBGCP3
NR_028064	LINC00552
NR_044993	GAS6-AS2
NR_110033	LOC101927062
NR_039996	LINC00648
NM_053064	GNG2
NM_006544	EXOC5
NM_001243774	GNG2
NM_001243773	GNG2
NM_006255	PRKCH
NR_104104	PPP2R5E
NM_033104	STON2
NM_004796	NRXN3
NR_073547	NRXN3
NM_183387	EML5
NM_183004	EIF5
NM_174913	NOP9
NR_102693	DHRS4L1
NR_102691	DHRS4L1
NM_002742	PRKD1
NM_017769	G2E3
NM_015473	HEATR5A
NM_001201573	NUBPL
NM_004274	AKAP6
NM_001289022	FAM177A1
NR_073454	LINC00609
NM_194301	RALGAPA1
NR_109758	LOC644919
NM_001113498	MDGA2
NM_024884	L2HGDH
NM_145251	STYX
NM_001160147	DDHD1
NM_007086	WDHD1
NM_001024071	GCH1
NM_014924	ATG14
NM_001001872	C14orf37
NM_001172702	SLC38A6
NM_174978	C14orf39
NM_003082	SNAPC1
NM_031914	SYT16
NM_001024858	SPTB
NM_020715	PLEKHH1
NM_022474	MPP5
NM_001256550	MPP5
NM_001284207	DCAF5
NM_014734	SUSD6
NM_022137	SMOC1
NM_001034852	SMOC1
NM_001204424	RGS6
NM_019589	YLPM1
NM_182894	VSX2
NM_006827	TMED10
NR_110314	GPATCH2L
NM_004863	SPTLC2
NR_073546	NRXN3
NM_001272020	NRXN3
NM_003608	GPR65
NM_007039	PTPN21
NM_138318	KCNK10
NM_001085471	FOXN3
NM_005197	FOXN3
NM_001284267	EFCAB11
NM_022054	KCNK13
NM_001102366	C14orf159
NM_153648	SLC24A4
NM_006329	FBLN5
NR_028457	ATXN3
NR_028455	ATXN3
NM_153646	SLC24A4
NM_001008530	LGMN
NM_153647	SLC24A4
NM_014216	ITPK1
NM_001142593	ITPK1
NM_024734	CLMN
NM_032632	PAPOLA
NR_046473	MEG3
NM_001242415	WDR20
NR_046104	LOC642426
NM_001005356	POTEG
NR_073460	BMS1P17
NR_073460	BMS1P17
NM_001145442	POTEM
NM_001197287	OR11H2
NM_001005486	OR4K15
NM_001004717	OR4L1
NM_001004480	OR11H6
NM_182852	CCNB1IP1
NM_138376	TTC5
NM_145250	RNASE11
NM_001282215	NDRG2
NM_001077443	HNRNPC
NM_014828	TOX4
NM_004995	MMP14
NM_001166269	HAUS4
NM_017924	C14orf119
NM_004643	PABPN1
NM_001277174	EFS
NM_020834	HOMEZ
NM_020372	SLC22A17
NM_004050	BCL2L2
NR_023922	DHRS4-AS1
NR_023923	DHRS4-AS1
NM_181357	DCAF11
NM_138360	LRRC16B
NM_025230	DCAF11
NR_028100	DCAF11
NM_001136050	DHRS1
NM_000359	TGM1
NM_014169	CHMP4A
NM_025081	NYNRIN
NM_006871	RIPK3
NM_001198967	NFATC4
NR_110032	LOC101927045
NR_039992	LINC00645
NR_026731	LINC01551
NM_001135058	COCH
NR_038356	LOC100506071
NM_001254728	AP4S1
NM_001254729	AP4S1
NM_080664	DTD2
NM_001173	ARHGAP5
NM_001030055	ARHGAP5
NM_021249	SNX6
NR_049735	PTCSC3
NR_109757	LOC644919
NM_018139	DNAAF2
NM_001001	RPL36AL
NM_001083908	DNAAF2
NM_001663	ARF6
NM_001003805	ATP5S
NM_001127713	ATL1
NM_030755	TMX1
NM_007361	NID2
NM_000956	PTGER2
NM_080867	SOCS4
NM_144578	MAPK1IP1L
NR_003225	LGALS3
NR_004844	RPL13AP3
NR_029385	OTX2-AS1
NM_018168	C14orf105
NM_001283059	C14orf105
NM_018477	ACTR10
NM_022495	PCNXL4
NM_016029	DHRS7
NM_017420	SIX4
NM_005982	SIX1
NM_020810	TRMT5
NR_110416	LOC101927780
NR_015358	LINC00643
NM_021979	HSPA2
NM_145165	CHURC1
NM_001204064	CHURC1
NM_198686	RAB15
NR_103769	LOC100128233
NM_173526	FAM71D
NM_004094	EIF2S1
NM_015994	ATP6V1D
NM_004569	PIGH
NM_015346	ZFYVE26
NR_034165	EXD2
NM_001271507	CCDC177
NR_029378	LOC100289511
NM_018373	SYNJ2BP
NM_003813	ADAM21
NR_037933	ADAM20P1
NM_015351	TTC9
NM_001284232	MAP3K9
NM_178441	ZFYVE1
NM_173462	PAPLN
NM_006029	PNMA1
NM_001201366	DNAL1
NM_182480	COQ6
NM_152445	FAM161B
NM_001278594	ALDH6A1
NM_025057	CCDC176
NM_005589	ALDH6A1
NM_001039479	AREL1
NM_001080408	PROX2
NM_031464	RPS6KL1
NM_002632	PGF
NM_017791	FLVCR2
NR_104184	LOC100506603
NM_033426	CIPC
NM_174976	ZDHHC22
NM_012245	SNW1
NM_001267863	SLIRP
NM_000793	DIO2
NM_207661	ZC3H14
NR_036500	FOXN3-AS1
NM_001284266	EFCAB11
NM_001284268	EFCAB11
NM_002802	PSMC1
NM_003485	GPR68
NM_001177676	GPR68
NM_004239	TRIP11
NM_017437	CPSF2
NM_005113	GOLGA5
NM_001275	CHGA
NM_016150	ASB2
NR_024184	LINC00521
NR_024182	LINC00521
NM_206949	IFI27L1
NM_001288957	IFI27
NM_001130080	IFI27
NM_016186	SERPINA10
NM_001100607	SERPINA10
NM_001284276	SERPINA9
NM_001284275	SERPINA9
NM_000624	SERPINA5
NR_001459	SNHG10
NR_038861	TUNAR
NM_001282463	C14orf132
NM_018036	ATG2B
NM_001271904	GSKIP
NR_024096	LINC00523
NM_018335	ZNF839
NM_001080464	ASPG
NM_006427	SIVA1
NM_032714	INF2
NM_152328	ADSSL1
NM_001137601	ZBTB42
NM_017955	CDCA4
NM_174891	C14orf79
NM_138420	AHNAK2
NM_001278695	GPR132
NM_001278696	GPR132
NM_002226	JAG2
NM_145685	BRF1
NM_015197	PACS2
NM_025268	TMEM121
NR_046211	ELK2AP
NR_026800	KIAA0125
NR_002224	ADAM6
NR_027457	LINC00221
NM_022805	SNRPN
NR_073598	ATP8B4
NR_073596	ATP8B4
NM_139057	ADAMTS17
NM_005503	APBA2
NR_040082	LOC100128714
NM_144508	CASC5
NM_170589	CASC5
NM_001042496	SLC12A6
NM_001080534	UNC13C
NM_016194	GNB5
NM_003922	HERC1
NM_134262	RORA
NM_134261	RORA
NM_002943	RORA
NM_001284357	LRRC49
NM_024776	PEAK1
NM_001164465	GOLGA6L10
NM_006738	AKAP13
NM_007200	AKAP13
NR_036432	HERC2P3
NR_015416	LOC727924
NR_002824	HERC2P2
NR_003521	WHAMMP3
NM_021912	GABRB3
NM_004667	HERC2
NR_037599	PDCD6IPP2
NM_015307	FAM189A1
NM_002420	TRPM1
NM_001103184	FMN1
NM_001277313	FMN1
NM_001036	RYR3
NM_001243996	RYR3
NR_027410	GOLGA8B
NM_207380	C15orf52
NM_001013703	EIF2AK4
NM_007236	CHP1
NM_001284306	ZNF106
NM_001284307	ZNF106
NM_198141	GANC
NM_001206670	PLA2G4E
NM_022473	ZNF106
NM_018097	HAUS2
NM_015289	VPS39
NM_153700	STRC
NM_003104	SORD
NM_000138	FBN1
NM_017672	TRPM7
NM_001128610	USP8
NM_031226	CYP19A1
NM_000259	MYO5A
