#name	name2
NM_013943	CLIC4
NM_001136554	TLK1
NM_013233	STK39
NM_001011708	OLA1
NM_133646	ZAK
NR_033882	MLK7-AS1
NR_027689	CERKL
NM_001139518	PRKRA
NM_001030313	CERKL
NR_110267	LOC101927619
NM_020760	HECW2
NM_001204	BMPR2
NM_201266	NRP2
NM_152526	PARD3B
NM_003872	NRP2
NM_001042599	ERBB4
NM_001079526	IKZF2
NM_001257197	CUL3
NM_001284216	TRIP12
NM_030926	ITM2C
NM_001284215	TRIP12
NM_019850	NGEF
NM_014914	AGAP1
NM_005336	HDLBP
NM_006037	HDAC4
NM_014521	SH3BP4
NR_033880	LINC01115
NR_104224	SH3YL1
NM_012293	PXDN
NM_001206745	TPO
NM_001287444	DCDC2C
NM_016030	TRAPPC12
NM_014746	RNF144A
NM_138799	MBOAT2
NM_198182	GRHL1
NR_040080	FLJ33534
NM_004850	ROCK2
NM_001261427	LPIN1
NM_001261428	LPIN1
NM_001099218	RAD51AP2
NM_001130009	GEN1
NM_182625	GEN1
NM_001282428	KCNS3
NM_001006657	WDR35
NM_000384	APOB
NM_052920	KLHL29
NM_024322	CENPO
NM_014971	EFR3B
NM_194248	OTOF
NM_004304	ALK
NM_001002257	LCLAT1
NM_182551	LCLAT1
NM_000379	XDH
NM_014946	SPAST
NM_001137602	MEMO1
NM_015955	MEMO1
NM_016252	BIRC6
NR_027097	LOC100271832
NM_015475	FAM98A
NM_003162	STRN
NM_001135651	EIF2AK2
NM_001177969	VIT
NM_006449	CDC42EP3
NM_001145451	ARHGEF33
NM_001270425	MAP4K3
NR_037875	LOC728730
NM_020744	MTA3
NM_019063	EML4
NM_001282755	MTA3
NM_001042386	PREPL
NM_133259	LRPPRC
NM_012249	RHOQ
NM_001430	EPAS1
NM_001190274	FBXO11
NR_110208	LOC101927043
NM_014614	PSME4
NM_001039753	EML6
NM_001122964	SMEK2
NM_001282850	SMEK2
NM_001080433	CCDC85A
NR_033873	LINC01122
NM_018014	BCL11A
NM_144709	PUS10
NM_003400	XPO1
NR_033980	LINC01185
NM_014755	SERTAD2
NM_020651	PELI1
NM_000945	PPP3R1
NM_006857	SNRNP27
NM_032208	ANTXR1
NM_002056	GFPT1
NM_014911	AAK1
NM_017880	C2orf42
NM_001617	ADD2
NM_001099691	TGFA
NM_001692	ATP6V1B1
NR_110273	ATP6V1B1-AS1
NM_001130983	DYSF
NM_001130978	DYSF
NM_020459	PAIP2B
NM_001130987	DYSF
NM_015120	ALMS1
NM_022492	TTC31
NM_001058	TACR1
NM_000189	HK2
NR_110281	LOC101927884
NM_031283	TCF7L1
NM_001256725	USP39
NM_001080824	TRABD2A
NM_001277053	TRABD2A
NM_001100169	IMMT
NM_001100170	IMMT
NM_006839	IMMT
NM_001005753	CHMP3
NR_026846	LOC285074
NM_001244678	THNSL2
NM_001244676	THNSL2
NR_037597	LOC442028
NM_001165978	PROM2
NM_144707	PROM2
NM_178495	ITPRIPL1
NM_020151	STARD7
NM_001008949	ITPRIPL1
NM_001122646	FAM178B
NM_025190	ANKRD36B
NM_001164315	ANKRD36
NR_038386	LINC01125
NM_207362	KIAA1211L
NM_144992	VWA3B
NM_024065	PDCL3
NM_198461	LONRF2
NM_153836	CREG2
NM_145686	MAP4K4
NM_001142352	ST6GAL2
NM_032528	ST6GAL2
NM_176825	SULT1C2
NM_001056	SULT1C2
NM_144978	CCDC138
NM_144710	SEPT10
NM_001142807	ACOXL
NM_032824	TMEM87B
NM_019044	CCDC93
NM_001184937	EPB41L5
NM_001207051	CLASP1
NM_014553	TFCP2L1
NM_001080527	MYO7B
NM_006609	MAP3K2
NM_025029	MZT2B
NM_001083538	POTEE
NM_013310	C2orf27A
NM_002410	MGAT5
NM_001286569	ZRANB3
NM_002299	LCT
NM_001001664	SPOPL
NM_018460	ARHGAP15
NM_014795	ZEB2
NM_001190881	ORC4
NM_001190879	ORC4
NM_181741	ORC4
NM_001190882	ORC4
NM_001616	ACVR2A
NM_181742	ORC4
NM_002552	ORC4
NM_001278579	ACVR2A
NM_004522	KIF5C
NM_000726	CACNB4
NM_001271208	NEB
NM_052905	FMNL2
NM_002239	KCNJ3
NR_110249	LOC101929378
NM_001105	ACVR1
NM_033394	TANC1
NM_001145909	TANC1
NM_001282388	ITGB6
NM_001935	DPP4
NM_004490	GRB14
NR_110260	LOC101929680
NM_020675	SPC25
NM_203463	CERS6
NM_004525	LRP2
NM_001003845	SP5
NM_024770	METTL8
NM_007023	RAPGEF4
NM_001822	CHN1
NM_030650	KIAA1715
NM_001080458	EVX2
NM_001077196	PDE11A
NM_016953	PDE11A
NM_001077197	PDE11A
NR_038272	TTN-AS1
NM_178123	SESTD1
NM_173648	CCDC141
NM_133432	TTN
NM_133378	TTN
NM_003319	TTN
NM_001267550	TTN
NM_001256850	TTN
NM_006357	UBE2E3
NM_182678	UBE2E3
NM_001278554	UBE2E3
NR_104324	SCHLAP1
NR_104319	SCHLAP1
NR_048567	PPP1R1C
NM_205842	NCKAP1
NM_013436	NCKAP1
NM_001252669	GULP1
NM_014905	GLS
NM_001256310	GLS
NM_017694	MFSD6
NM_004226	STK17B
NM_018897	DNAH7
NM_024989	PGAP1
NR_109905	TYW5
NR_004862	TYW5
NR_034096	FTCDNL1
NM_001039693	TYW5
NR_109907	TYW5
NR_109906	TYW5
NM_001228	CASP8
NM_001202516	CFLAR
NM_001080124	CASP8
NM_001202517	CFLAR
NM_003879	CFLAR
NM_001202519	CFLAR
NR_001557	AOX2P
NM_015049	TRAK2
NM_003507	FZD7
NM_138468	ICA1L
NM_024744	CARF
NM_001282912	CARF
NM_001288623	ICA1L
NM_001282926	ABI2
NM_001104586	CARF
NM_001288622	ICA1L
NM_173511	FAM117B
NM_001282911	CARF
NM_213589	RAPH1
NM_001114132	NBEAL1
NM_001282910	CARF
NM_006139	CD28
NM_004379	CREB1
NM_001270943	KLF7
NR_073108	KLF7
NM_001080475	PLEKHM3
NM_001039538	MAP2
NR_110291	LOC101928020
NM_001025436	SPAG16
NR_110292	LOC101928103
NM_002026	FN1
NM_212474	FN1
NM_020814	MARCH4
NM_022648	TNS1
NR_026597	DIRC3
NM_020935	USP37
NM_001243313	STK36
NM_005876	SPEG
NM_203372	ACSL3
NM_004457	ACSL3
NM_001039569	AP1S3
NM_014689	DOCK10
NM_032276	RHBDD1
NM_000092	COL4A4
NM_139072	DNER
NM_080424	SP110
NM_174899	FBXO36
NM_138402	SP140L
NM_016289	CAB39
NM_001080391	SP100
NM_001271466	ARMC9
NM_006056	NMUR1
NM_001282951	COPS7B
NM_001103146	GIGYF2
NM_001103148	GIGYF2
NR_103493	GIGYF2
NM_001282963	HJURP
NM_001282962	HJURP
NM_001282431	ARL4C
NM_001244888	AGAP1
NM_212556	ASB18
NR_037904	UBE2F-SCLY
NM_001137551	LRRFIP1
NM_024101	MLPH
NM_001040445	ASB1
NM_004544	NDUFA10
NM_001282921	C2orf54
NM_005301	GPR35
NM_001244008	KIF1A
NM_001282771	ANKMY1
NM_002712	PPP1R7
NM_001085437	C2orf54
NM_014808	FARP2
NM_001077710	FAM110C
NR_104227	SH3YL1
NM_018436	ALLC
NM_003108	SOX11
NR_026833	LOC400940
NR_026832	LINC01105
NM_001256478	CMPK2
NM_001256477	CMPK2
NR_033997	RNF144A-AS1
NR_110257	LOC101929567
NM_004763	ITGB1BP1
NM_022334	ITGB1BP1
NM_006826	YWHAQ
NM_001177718	KLF11
NM_001165931	RRM2
NM_001287188	ODC1
NM_002236	KCNF1
NM_001282711	PQLC3
NM_198256	E2F6
NM_014668	GREB1
NM_148903	GREB1
NM_012344	NTSR2
NR_110201	LOC101926966
NM_005378	MYCN
NR_110230	MYCNOS
NM_001142286	SMC6
NM_024624	SMC6
NR_033875	LINC00954
NM_014713	LAPTM4A
NM_002381	MATN3
NR_110235	LOC101928222
NM_001006946	SDC1
NM_015317	PUM2
NM_004040	RHOB
NM_182828	GDF7
NR_034113	DNAJC27-AS1
NM_153759	DNMT3A
NM_002254	KIF3C
NM_001168241	GAREML
NM_194322	OTOF
NM_002246	KCNK3
NM_003353	UCN
NM_022823	FNDC4
NM_014860	SUPT7L
NM_001282730	SUPT7L
NR_103831	FLJ31356
NM_001029883	C2orf71
NM_030915	LBH
NM_144575	CAPN13
NM_001193515	SLC30A6
NR_027100	LINC00486
NM_005102	FEZ2
NM_001042548	FEZ2
NM_001278505	GPATCH11
NR_037879	CEBPZOS
NR_037880	CEBPZOS
NR_110012	LINC00211
NM_000104	CYP1B1
NR_028386	LOC375196
NM_152390	TMEM178A
NM_001242815	C2orf91
NM_138370	PKDCC
NM_004718	COX7A2L
NM_133329	KCNG3
NM_172344	KCNG3
NM_148962	OXER1
NM_006887	ZFP36L2
NM_022437	ABCG8
NR_103786	SIX3-AS1
NM_016932	SIX2
NM_080653	ATP6V1E2
NM_014171	CRIPT
NM_014011	SOCS5
NM_001171508	MCFD2
NM_001171511	MCFD2
NM_001171509	MCFD2
NM_001171507	MCFD2
NM_001171506	MCFD2
NM_002354	EPCAM
NM_022055	KCNK12
NM_001281494	MSH6
NM_000179	MSH6
NM_002158	FOXN2
NR_002229	RPL23AP32
NM_207520	RTN4
NM_153828	RTN4
NM_033109	PNPT1
NM_022894	PAPOLG
NM_002908	REL
NM_002618	PEX13
NM_152392	AHSA2
NM_001201543	FAM161A
NM_032180	FAM161A
NM_006577	B3GNT2
NM_198276	TMEM17
NR_036635	DBIL5P2
NM_014181	LGALSL
NR_034023	LOC339807
NM_003038	SLC1A4
NM_015147	CEP68
NR_046438	MEIS1-AS3
NM_020143	PNO1
NM_002357	MXD1
NM_152792	ASPRV1
NM_006196	PCBP1
NM_016297	PCYOX1
NM_032822	FAM136A
NM_001004311	FIGLA
NR_002185	OR7E91P
NM_144582	TEX261
NM_004097	EMX1
NM_015470	RAB11FIP5
NM_032319	PRADC1
NM_001965	EGR4
NM_001080410	FBXO41
NM_003960	NAT8
NR_027405	MTHFD2
NR_045637	BOLA3-AS1
NR_045636	BOLA3-AS1
NR_045634	BOLA3-AS1
NM_032779	CCDC142
NM_001146158	MOGS
NM_001381	DOK1
NM_181575	AUP1
NM_001271662	SEMA4F
NM_019896	POLE4
NM_198448	REG3G
NR_002714	REG1P
NM_021103	TMSB10
NM_017750	RETSAT
NM_198482	SH2D6
NM_001142269	GGCX
NM_006634	VAMP5
NM_003761	VAMP8
NM_000821	GGCX
NR_038942	LOC100630918
NM_198843	SFTPB
NM_000542	SFTPB
NR_038888	LOC284950
NM_018433	KDM3A
NM_001198952	RNF103
NM_005667	RNF103
NM_001768	CD8A
NM_022780	RMND5A
NM_002665	PLGLB2
NM_002665	PLGLB2
NM_198274	SMYD1
NM_001135649	FOXI3
NR_003503	GGT8P
NM_001286559	TEKT4
NR_003366	ANKRD20A8P
NR_038409	FAM95A
NM_001017396	ZNF2
NR_103734	LINC00342
NM_207328	GPAT2
NM_004418	DUSP2
NM_001002036	ASTL
NM_001193304	TMEM127
NM_017849	TMEM127
NM_004804	CIAO1
NM_014014	SNRNP200
NM_001281712	NCAPH
NM_001281711	NCAPH
NR_104346	NEURL3
NR_047658	KANSL3
NM_017623	CNNM3
NM_199078	CNNM3
NM_020184	CNNM4
NM_016490	FAM178B
NM_001172667	FAM178B
NR_040097	LOC100506123
NM_005735	ACTR1B
NM_012214	MGAT4A
NR_037935	LIPT1
NR_103730	LINC01104
NM_004854	CHST10
NM_017546	CNOT11
NM_001282408	IL1RL1
NM_016232	IL1RL1
NM_001282399	IL18R1
NR_104167	IL1RL1
NM_003853	IL18RAP
NR_039930	MIR4772
NM_001011552	SLC9A4
NR_037883	LINC01158
NM_006236	POU3F3
NM_182640	MRPS9
NM_201555	FHL2
NM_024093	C2orf49
NM_025076	UXS1
NM_001144013	RGPD3
NM_004987	LIMS1
NM_001193482	LIMS1
NR_029193	SH3RF3-AS1
NM_023016	SOWAHC
NR_027467	LIMS3
NM_033514	LIMS3
NR_027145	LIMS3-LOC440895
NR_046111	LINC01123
NR_046110	LINC01123
NM_005434	MALL
NR_046111	LINC01123
NR_046110	LINC01123
NR_027244	LINC01106
NR_027145	LIMS3-LOC440895
NM_033514	LIMS3
NR_027467	LIMS3
NM_153214	FBLN7
NM_198581	ZC3H6
NM_001164463	RGPD8
NM_005415	SLC20A1
NM_014440	IL36A
NM_019618	IL36G
NM_012275	IL36RN
NM_173170	IL36RN
NR_015377	PAX8-AS1
NR_047570	PAX8-AS1
NM_012184	FOXD4L1
NR_026821	FAM138B
NR_024005	DDX11L2
NR_024077	WASH2P
NR_024528	RPL23AP7
NR_000029	RPL23AP7
NR_024004	DDX11L2
NR_104470	SLC35F5
NM_025181	SLC35F5
NM_006773	DDX18
NR_110272	LOC101927709
NM_001426	EN1
NM_182528	C1QL2
NM_182915	STEAP3
NM_018234	STEAP3
NM_001008410	STEAP3
NM_002881	RALB
NM_002193	INHBB
NR_027181	LINC01101
NM_032390	NIFK
NM_139349	BIN1
NM_139350	BIN1
NM_018383	WDR33
NM_032740	SFT2D3
NM_001199140	AMMECR1L
NM_031445	AMMECR1L
NM_020120	UGGT1
NM_004807	HS6ST1
NR_110278	LOC101927881
NR_036537	RAB6C-AS1
NR_033230	SMPD4
NM_207310	CCDC74B
NM_001099771	POTEF
NR_033903	MED15P9
NM_207312	TUBA3E
NR_046259	FAR2P2
NR_046258	FAR2P2
NM_033416	IMP4
NR_103761	CYP4F62P
NR_104471	CCDC115
NM_001277406	POTEI
NR_023391	CYP4F30P
NM_001277083	POTEJ
NM_152698	AMER3
NM_001267067	PLEKHB2
NR_030728	LOC440910
NM_001085365	MZT2A
NR_002826	LOC401010
NM_001258304	CCDC74A
NM_001258306	CCDC74A
NR_108087	LINC01087
NM_214461	C2orf27B
NM_001241	CCNT2
NR_110199	DARS-AS1
NM_198557	RBM43
NM_177985	ARL5A
NM_001037174	ARL5A
NM_001256368	LOC100144595
NM_014568	GALNT5
NM_001017920	DAPL1
NM_006593	TBR1
NR_077058	AHCTF1P1
NM_001081677	SCN3A
NM_024753	TTC21B
NM_052946	NOSTRIN
NM_021176	G6PC2
NM_152384	BBS5
NM_001199290	PHOSPHO2-KLHL23
NM_144711	KLHL23
NM_013445	GAD1
NM_001201428	GORASP2
NM_024843	CYBRD1
NM_001127383	CYBRD1
NM_001256909	CYBRD1
NM_004405	DLX2
NM_000210	ITGA6
NM_001079818	ITGA6
NR_026995	RAPGEF4-AS1
NM_001017371	SP3
NM_003111	SP3
NM_001145250	SP9
NR_038897	LINC01305
NM_001267051	GPR155
NM_152529	GPR155
NM_001267050	GPR155
NM_014621	HOXD4
NM_001199746	HOXD8
NM_000523	HOXD13
NM_006898	HOXD3
NM_021192	HOXD11
NR_033979	HAGLR
NM_194247	HNRNPA3
NR_026966	LOC100130691
NM_152275	TTC30A
NM_133379	TTN
NM_000885	ITGA4
NM_002500	NEUROD1
NM_001287503	SSFA2
NM_001042520	C2orf88
NM_005966	NAB1
NR_110226	LOC101927482
NR_046837	ANKRD44-IT1
NM_025147	COQ10B
NM_199440	HSPD1
NM_002156	HSPD1
NM_001100819	MOB4
NM_152524	SGOL2
NM_014670	BZW1
NM_032472	PPIL3
NM_006190	ORC2
NM_001202515	CFLAR
NM_032976	CASP10
NM_001127183	CFLAR
NM_001230	CASP10
NM_001206524	CASP10
NM_001202518	CFLAR
NM_033356	CASP8
NM_177538	CYP20A1
NM_017759	INO80D
NM_001136194	FASTKD2
NM_001136193	FASTKD2
NM_173077	CPO
NR_106999	MIR7845
NM_001127395	METTL21A
NM_145280	METTL21A
NM_001142300	CCNYL1
NM_003468	FZD5
NM_001875	CPS1
NM_001242575	LOC100130451
NM_018000	MREG
NM_000599	IGFBP5
NM_000597	IGFBP2
NR_034176	RUFY4
NR_002712	CXCR2P1
NM_198559	CATIP
NM_022572	PNKD
NM_021198	CTDSP1
NM_032726	PLCD4
NM_001105537	ZNF142
NM_001278295	CCDC108
NM_017521	FEV
NM_003936	CDK5R2
NM_194302	CCDC108
NR_046086	LOC100129175
NM_024293	FAM134A
NM_018089	ANKZF1
NM_001199763	PTPRN
NM_024085	ATG9A
NM_006736	DNAJB2
NR_003063	TUBA4B
NM_001286423	GLB1L
NR_026909	STK16
NM_015311	OBSL1
NM_001173431	OBSL1
NM_001173408	OBSL1
NM_024536	CHPF
NM_001195731	CHPF
NM_205847	GMPPA
NR_048551	SLC4A3
NM_080671	KCNE4
NM_005544	IRS1
NR_102371	LOC654841
NM_024795	TM4SF20
NM_001135187	AGFG1
NM_001135189	AGFG1
NM_025243	SLC19A3
NM_152527	SLC16A14
NM_005683	GPR55
NM_001144994	C2orf72
NM_005381	NCL
NM_145236	B3GNT7
NR_024079	LINC00471
NM_002601	PDE6D
NM_002823	PTMA
NM_004826	ECEL1
NM_001256657	CHRND
NM_145702	TIGD1
NM_001195129	PRSS56
NM_025202	EFHD1
NM_002242	KCNJ13
NM_001172416	KCNJ13
NM_005383	NEU2
NM_001190267	ATG16L1
NM_030803	ATG16L1
NM_001485	GBX2
NM_022449	RAB17
NM_004735	LRRFIP1
NM_198582	KLHL30
NM_194312	ESPNL
NM_001282434	HES6
NM_022817	PER2
NR_026923	LOC643387
NM_015650	TRAF3IP1
NM_001139490	TRAF3IP1
NM_057179	TWIST2
NM_001271893	TWIST2
NR_037808	LOC150935
NM_001080835	PRR21
NM_173351	OR6B3
NM_002081	GPC1
NM_018226	RNPEPL1
NM_001033575	DUSP28
NM_198998	AQP12A
NM_203346	HDLBP
NM_001001891	ANO7
NM_032515	BOK
NM_178326	ATG4B
NM_015963	THAP4
NR_033346	BOK-AS1
NM_032329	ING5
NM_001042383	CEP63
NM_001042400	CEP63
NM_018189	DPPA4
NM_014879	P2RY14
NM_053002	MED12L
NM_175724	IL5RA
NM_000844	GRM7
NM_181874	GRM7
NM_001683	ATP2B2
NM_001136031	ATG7
NM_001001331	ATP2B2
NM_001195279	MKRN2OS
NR_027007	THUMPD3-AS1
NM_001998	FBLN2
NM_001165035	FBLN2
NM_002207	ITGA9
NM_178173	CCDC36
NM_015512	DNAH1
NM_001141947	CCDC66
NM_001012506	CCDC66
NM_152678	DENND6A
NM_000333	ATXN7
NM_001177387	ATXN7
NM_002841	PTPRG
NM_001244816	FOXP1
NM_001167675	CADM2
NM_016206	VGLL3
NM_181780	BTLA
NM_002045	GAP43
NM_021082	SLC15A2
NM_006219	PIK3CB
NM_001130002	PQLC2L
NM_207292	MBNL1
NM_004991	MECOM
NM_024947	PHC3
NR_047568	LINC00578
NM_012287	ACAP2
NM_006614	CHL1
NR_045572	CHL1
NM_001206955	CNTN4
NM_175607	CNTN4
NM_001164674	SUMF1
NR_037903	BHLHE40-AS1
NM_001234	CAV3
NM_033337	CAV3
NM_001278946	SEC13
NM_133480	TADA3
NM_001570	IRAK2
NM_033084	FANCD2
NM_030673	SEC13
NM_198560	LHFPL4
NM_001098211	HRH1
NM_001098213	HRH1
NM_001098212	HRH1
NM_014229	SLC6A11
NM_003178	SYN2
NM_133625	SYN2
NM_005037	PPARG
NM_001134382	IQSEC1
NM_001162499	CAND2
NM_024923	NUP210
NM_014869	IQSEC1
NM_004625	WNT7A
NR_027103	LINC00620
NM_001080423	GRIP2
NM_003298	NR2C2
NM_001351	DAZL
NM_054110	GALNT15
NM_015150	RFTN1
NM_001190811	DAZL
NM_014744	TBC1D5
NM_001144382	PLCL2
NM_001134381	TBC1D5
NM_003884	KAT2B
NM_018297	NGLY1
NM_001145293	NGLY1
NM_052953	LRRC3B
NM_178868	CMTM8
NM_017784	OSBPL10
NM_178862	STT3B
NM_006371	CRTAP
NM_001039111	TRIM71
NM_001172713	GOLGA4
NM_002078	GOLGA4
NM_001012321	RPSA
NM_033027	CSRNP1
NM_001287223	SCN11A
NM_002295	RPSA
NR_104316	MYRIP
NM_020242	KIF15
NM_016598	ZDHHC3
NM_001135179	ZDHHC3
NM_003420	ZNF35
NM_173826	TCAIM
NM_024513	FYCO1
NM_015340	LARS2
NR_075080	LZTFL1
NM_001134364	MAP4
NM_015466	PTPN23
NM_003074	SMARCC1
NM_001199162	USP19
NM_006677	USP19
NM_001177634	DAG1
NM_001177636	DAG1
NM_001167582	RBM6
NM_001177644	DAG1
NM_003458	BSN
NM_001244937	MST1R
NM_001177640	DAG1
NM_004186	SEMA3F
NM_025222	WDR82
NM_016329	SFMBT1
NM_001166436	ITIH1
NM_022908	NT5DC2
NM_018403	DCP1A
NM_018313	PBRM1
NM_018397	CHDH
NM_017563	IL17RD
NM_001128615	ARHGEF3
NM_012096	APPL1
NM_001164318	FLNB
NM_001289101	PXK
NM_001289096	PXK
NM_001289095	PXK
NM_001164319	FLNB
NM_001457	FLNB
NM_004944	DNASE1L3
NM_003716	CADPS
NM_183393	CADPS
NM_182920	ADAMTS9
NM_015541	LRIG1
NM_001164796	SLC25A26
NM_003848	SUCLG2
NM_007114	TMF1
NM_015123	FRMD4B
NR_038221	LINC00870
NM_012234	RYBP
NM_015009	PDZRN3
NR_046752	CADM2-AS2
NM_005233	EPHA3
NM_000097	CPOX
NM_001077203	SENP7
NM_170662	CBLB
NM_020235	BBX
NR_015394	LINC00636
NM_014981	MYH15
NM_014648	DZIP3
NM_183061	SLC9C1
NM_001134437	PHLDB2
NM_198196	CD96
NM_001004196	CD200
NM_018338	CFAP44
NM_015412	C3orf17
NR_110017	LOC101929694
NM_033254	BOC
NM_001690	ATP6V1A
NM_001009899	KIAA2018
NM_152538	IGSF11
NM_020754	ARHGAP31
NM_002093	GSK3B
NM_001168271	GPR156
NM_001146156	GSK3B
NM_001099678	LRRC58
NM_199420	POLQ
NM_014980	STXBP5L
NM_001023570	IQCB1
NM_005335	HCLS1
NM_138287	DTX3L
NM_183357	ADCY5
NM_053026	MYLK
NM_053025	MYLK
NM_001024660	KALRN
NM_001173513	TXNRD3
NM_032242	PLXNA1
NM_207335	KBTBD12
NM_001003794	MGLL
NM_001280541	IFT122
NR_003111	RPL32P3
NM_001278298	COL6A5
NM_001278685	AMOTL2
NM_016577	RAB6B
NM_001282765	CDV3
NM_001134422	CDV3
NM_005630	SLCO2A1
NM_017548	CDV3
NM_002958	RYK
NM_001282762	CDV3
NM_001005861	RYK
NM_004441	EPHB1
NM_178554	KY
NM_016216	DBR1
NM_178177	NMNAT3
NM_022131	CLSTN2
NM_080862	SPSB4
NM_006506	RASA2
NM_001178139	TFDP2
NM_001178142	TFDP2
NM_001178141	TFDP2
NM_003304	TRPC1
NM_019001	XRN1
NM_001251845	TRPC1
NM_139048	HLTF
NM_001168278	WWTR1
NM_015472	WWTR1
NM_005067	SIAH2
NR_110202	AADACL2-AS1
NR_037901	ARHGEF26-AS1
NR_108088	IL12A-AS1
NM_001040100	SPTSSB
NM_005025	SERPINI1
NR_033843	LINC01330
NM_001164436	TMEM212
NM_001258316	ECT2
NM_003810	TNFSF10
NM_024665	TBL1XR1
NM_016331	ZNF639
NM_022470	ZMAT3
NM_006218	PIK3CA
NM_001256751	PEX5L
NM_032047	B3GNT5
NM_004443	EPHB3
NM_002808	PSMD2
NM_001242314	MAP3K13
NM_004721	MAP3K13
NM_001242317	MAP3K13
NM_001025266	C3orf70
NM_021627	SENP2
NM_001007225	IGF2BP2
NM_001080745	DGKG
NM_001167672	LPP
NM_005578	LPP
NM_001167671	LPP
NM_001114978	TP63
NM_001114980	TP63
NM_198485	TPRG1
NM_001146686	GMNC
NM_134470	IL1RAP
NM_178335	CCDC50
NM_174908	CCDC50
NM_178496	MB21D2
NM_005524	HES1
NM_018385	LSG1
NR_003264	SDHAP1
NM_152672	SLC51A
NM_152699	SENP5
NM_002577	PAK2
NM_005929	MFI2
NM_152617	RNF168
NM_203315	BDH1
NM_004051	BDH1
NM_032263	IQCG
NM_182916	TRNT1
NM_020873	LRRN1
NM_001243723	SETMAR
NM_015931	SSUH2
NM_000916	OXTR
NM_001114092	THUMPD3
NM_001080517	SETD5
NM_153483	IL17RE
NM_153480	IL17RE
NR_037162	TTLL3
NM_001193380	IL17RE
NM_001198793	ARPC4-TTLL3
NM_001025930	TTLL3
NR_103821	EMC3-AS1
NM_001008737	LOC401052
NM_018447	EMC3
NM_207351	PRRT3
NM_000551	VHL
NM_173472	FANCD2OS
NM_014760	TATDN2
NR_004431	GHRLOS
NR_026829	LINC00852
NR_027102	LINC00606
NM_000861	HRH1
NM_001284391	VGLL4
NM_001145393	TSEN2
NM_025265	TSEN2
NM_001271707	MKRN2
NM_001284407	TMEM40
NM_024827	HDAC11
NR_036481	FGD5P1
NM_024334	TMEM43
NR_110135	LINC01267
NR_103507	SLC6A6
NR_046254	FGD5-AS1
NR_046253	FGD5-AS1
NM_022340	RBSN
NR_046084	SH3BP5-AS1
NM_206831	DPH3
NM_001047434	DPH3
NR_103843	LINC00690
NM_002971	SATB1
NR_027694	PP2D1
NM_001252657	PP2D1
NM_001199255	SGOL1
NR_002311	VENTXP7
NM_001253384	RPL15
NR_039644	MIR4442
NM_001258380	SLC4A7
NM_001278182	EOMES
NR_109804	RBMS3-AS3
NM_138410	CMTM7
NM_181472	CMTM7
NM_016141	DYNC1LI1
NM_005508	CCR4
NM_001135602	GLB1
NM_015551	SUSD5
NM_001128160	UBP1
NM_014805	EPM2AIP1
NM_001258274	MLH1
NM_001258273	MLH1
NM_001282691	LRRFIP2
NM_178339	C3orf35
NM_001337	CX3CR1
NM_005201	CCR8
NM_017875	SLC25A38
NR_103504	MOBP
NM_198484	ZNF621
NM_001287245	ZNF621
NM_001098414	ZNF621
NM_000729	CCK
NM_145166	ZBTB47
NM_001099669	HIGD1A
NM_001129908	FAM198A
NM_016006	ABHD5
NM_181489	ZNF445
NM_018651	ZKSCAN7
NM_001288592	ZKSCAN7
NM_001288590	ZKSCAN7
NM_001288591	ZKSCAN7
NM_001024855	ZNF197
NM_145044	ZNF501
NM_033210	ZNF502
NM_020696	KIAA1143
NM_001134440	ZNF502
NM_003241	TGM4
NM_144638	TMEM42
NR_023353	EXOSC7
NM_003278	CLEC3B
NM_022842	CDCP1
NM_015444	TMEM158
NM_014240	LIMD1
NR_033947	LIMD1-AS1
NM_020208	SLC6A20
NM_002343	LTF
NM_024512	LRRC2
NM_001174136	TDGF1
NM_015175	NBEAL2
NR_075079	DHX30
NM_016089	ZNF589
NM_001407	CELSR3
NM_016453	NCKIPSD
NM_001190316	IP6K2
NM_016291	IP6K2
NM_001005909	IP6K2
NM_001008269	TMEM89
NM_001123040	ARIH2OS
NM_177939	P4HTM
NM_018031	WDR6
NM_177938	P4HTM
NM_001276405	DALRD3
NM_022903	CCDC71
NM_173546	KLHDC8B
NM_201397	GPX1
NM_199443	USP4
NM_001251877	USP4
NM_198562	C3orf62
NM_003363	USP4
NM_032316	NICN1
NM_022171	TCTA
NR_038866	BSN-AS2
NM_020998	MST1
NM_024046	CAMKV
NM_032355	MON1A
NM_005778	RBM5
NM_033158	HYAL2
NM_153281	HYAL1
NM_004635	MAPKAPK3
NM_013286	RBM15B
NM_000992	RPL29
NM_080865	GPR62
NM_001947	DUSP7
NR_027331	LINC00696
NM_144641	PPM1M
NM_017442	TLR9
NM_199166	ALAS1
NR_026700	GLYCTK
NR_026699	GLYCTK
NM_015136	STAB1
NM_004656	BAP1
NM_001276294	NISCH
NM_007184	NISCH
NM_003157	NEK4
NM_206825	GNL3
NM_018446	GLT8D1
NM_014041	SPCS1
NM_152932	GLT8D1
NM_001198974	TMEM110-MUSTN1
NR_107031	MIR8064
NM_002217	ITIH3
NM_198563	TMEM110
NM_002218	ITIH4
NM_205853	MUSTN1
NM_052859	RFT1
NM_001135055	TKT
NM_001258028	TKT
NR_047580	TKT
NR_027122	ESRG
NR_024615	ERC2-IT1
NM_001112736	FAM208A
NM_015224	FAM208A
NM_001128616	ARHGEF3
NM_019555	ARHGEF3
