#name	name2
NM_013943	CLIC4
NM_006015	ARID1A
NM_006142	SFN
NM_018066	GPN2
NM_032283	ZDHHC18
NM_152365	KDF1
NM_052943	FAM46B
NM_001013642	TRNP1
NM_003047	SLC9A1
NM_015023	WDTC1
NR_033926	LOC644961
NM_207397	CD164L2
NM_032872	SYTL1
NM_004672	MAP3K6
NM_002038	IFI6
NM_005248	FGR
NM_001143914	FAM76A
NM_001143913	FAM76A
NM_177424	STX12
NM_152660	FAM76A
NM_001105556	THEMIS2
NM_018053	XKR8
NM_001009568	SMPDL3B
NM_014474	SMPDL3B
NM_001286076	RPA2
NM_001286115	THEMIS2
NM_178190	ATPIF1
NM_001164721	PTAFR
NM_014280	DNAJC8
NM_001164722	PTAFR
NM_178191	ATPIF1
NM_031459	SESN2
NM_001127350	MED18
NM_023923	PHACTR4
NR_002976	SNORA44
NR_003109	TRNAU1AP
NM_001193532	RAB42
NM_001172828	YTHDF2
NM_016258	YTHDF2
NM_024482	GMEB1
NM_006582	GMEB1
NM_000911	OPRD1
NM_016011	MECR
NM_006762	LAPTM5
NM_014654	SDC3
NM_024522	NKAIN1
NR_034112	LINC01225
NM_001199038	SERINC2
NM_001199037	SERINC2
NM_018565	SERINC2
NM_001199039	SERINC2
NM_022164	TINAGL1
NR_033688	PEF1
NR_033686	PEF1
NM_001525	HCRTR1
NR_027085	LINC01226
NM_001204414	TINAGL1
NM_001856	COL16A1
NM_001281987	SPOCD1
NM_018056	TMEM39B
NM_005356	LCK
NM_001160042	IQCC
NM_175852	TXLNA
NM_032648	FAM167B
NM_018134	IQCC
NR_026850	MTMR9LP
NM_019118	TMEM234
NM_003757	EIF3I
NM_052841	TSSK3
NM_023009	MARCKSL1
NM_001143888	BSDC1
NM_001135255	RBBP4
NM_001135256	RBBP4
NM_005610	RBBP4
NM_001198973	KIAA1522
NM_003680	YARS
NM_001198972	KIAA1522
NM_020888	KIAA1522
NM_002143	HPCA
NM_001171940	FNDC5
NM_001625	AK2
NM_013411	AK2
NR_037591	AK2
NM_018207	TRIM62
NM_152493	ZNF362
NM_004427	PHC2
NM_001080438	A3GALT2
NR_033264	HMGB4
NM_001134734	C1orf94
NM_032884	C1orf94
NM_005268	GJB5
NM_024009	GJB3
NM_153212	GJB4
NM_001005752	GJB3
NM_002060	GJA4
NM_138428	SMIM12
NM_001164825	SMIM12
NM_001164824	SMIM12
NM_007167	ZMYM6
NM_001195156	ZMYM6NB
NR_037869	LOC653160
NM_014284	NCDN
NM_001014841	NCDN
NM_002794	PSMB2
NM_001199779	PSMB2
NM_001199780	PSMB2
NM_001190481	CLSPN
NM_152374	C1orf216
NM_022111	CLSPN
NM_012199	AGO1
NM_014466	TEKT2
NM_017825	ADPRHL2
NM_001286366	MAP7D1
NM_018067	MAP7D1
NM_001286365	MAP7D1
NM_024676	SH3D21
NM_001162530	SH3D21
NM_018166	EVA1B
NM_032881	LSM10
NM_000760	CSF3R
NM_025079	ZC3H12A
NM_022756	MEAF6
NR_073090	MEAF6
NR_038842	LINC01137
NM_001270876	MEAF6
NM_001270875	MEAF6
NR_073092	MEAF6
NR_073091	MEAF6
NM_001038633	RSPO1
NM_017850	C1orf109
NM_001099439	EPHA10
NM_001113482	MANEAL
NM_173641	EPHA10
NM_018101	CDCA8
NM_001031740	MANEAL
NM_152496	MANEAL
NM_005955	MTF1
NM_001142726	C1orf122
NM_198446	C1orf122
NM_006802	SF3A3
NM_004468	FHL3
NM_002699	POU3F1
NR_038928	LINC01343
NM_017821	RHBDL2
NR_037634	GJA9-MYCBP
NR_037633	GJA9-MYCBP
NM_030772	GJA9
NR_037635	GJA9-MYCBP
NR_037632	MYCBP
NM_024595	AKIRIN1
NM_001136275	AKIRIN1
NM_015038	KIAA0754
NM_014571	HEYL
NM_003819	PABPC4
NM_001135653	PABPC4
NM_001135654	PABPC4
NR_003929	PPIEL
NM_001282396	HPCAL4
NM_022120	OXCT2
NM_016257	HPCAL4
NR_036543	PPIE
NM_005376	MYCL
NM_001033081	MYCL
NM_001033082	MYCL
NM_001287809	MFSD2A
NM_001287808	MFSD2A
NM_000310	PPT1
NM_006367	CAP1
NM_001105530	CAP1
NM_001142604	PPT1
NM_001852	COL9A2
NM_022733	SMAP2
NM_022774	EXO5
NM_152373	ZNF684
NM_014747	RIMS3
NM_001142588	NFYC
NM_001142590	NFYC
NM_133467	CITED4
NR_037868	SLFNL1-AS1
NM_144990	SLFNL1
NM_001905	CTPS1
NM_001168247	SLFNL1
NM_007102	GUCA2B
NM_033553	GUCA2A
NM_001287511	PPCS
NM_001287510	PPCS
NM_024664	PPCS
NM_001080850	CCDC30
NM_001185117	CLDN19
NM_004559	YBX1
NM_022356	P3H1
NM_001123395	CLDN19
NM_148960	CLDN19
NR_040733	C1orf50
NR_104171	LOC339539
NM_001017922	ERMAP
NR_033967	SLC2A1-AS1
NM_006516	SLC2A1
NM_001159936	EBNA1BP2
NM_006824	EBNA1BP2
NM_001164829	C1orf210
NM_144626	TMEM125
NM_182517	C1orf210
NM_005373	MPL
NM_201542	MED8
NM_001255	CDC20
NM_001190880	HYI
NM_031207	HYI
NM_014663	KDM4A
NM_001136215	ARTN
NM_057091	ARTN
NM_057090	ARTN
NM_030587	B4GALT2
NM_001024845	SLC6A9
NM_003780	B4GALT2
NM_001039589	DPH2
NM_152499	CCDC24
NM_001261380	SLC6A9
NM_001005417	B4GALT2
NM_173484	KLF17
NR_046817	ERI3-IT1
NM_024587	TMEM53
NM_001166292	PTCH2
NM_001012	RPS8
NM_001136537	BTBD19
NM_004073	PLK3
NM_003738	PTCH2
NM_001013632	TCTEX1D4
NM_024602	HECTD3
NM_032756	HPDL
NR_024270	LINC01144
NM_025077	TOE1
NM_015506	MMACHC
NR_033298	CCDC163P
NR_033297	CCDC163P
NR_026768	RPS15AP10
NM_002482	NASP
NM_005897	IPP
NM_016486	TMEM69
NM_003579	RAD54L
NM_006369	LRRC41
NM_001013615	LURAP1
NM_001256127	NSUN4
NM_199044	NSUN4
NR_045483	FAAHP1
NM_001256128	NSUN4
NR_045791	NSUN4
NM_001097611	KNCN
NM_172225	DMBX1
NR_038403	MKNK1-AS1
NM_145279	MOB3C
NM_201403	MOB3C
NM_001042546	ATPAF1
NM_014774	EFCAB14
NM_022745	ATPAF1
NM_001145474	TEX38
NM_001099772	CYP4B1
NM_000778	CYP4A11
NM_001287347	TAL1
NM_005764	PDZK1IP1
NM_003189	TAL1
NM_001010969	CYP4A22
NR_046395	CMPK1
NM_003035	STIL
NM_001282939	STIL
NM_001282938	STIL
NM_012186	FOXE3
NM_004474	FOXD2
NM_001135181	SLC5A9
NM_001011547	SLC5A9
NM_024603	BEND5
NM_032110	DMRTA2
NM_001262	CDKN2C
NM_014372	RNF11
NM_001159969	EPS15
NM_001136497	BTF3L4
NR_046406	TXNDC12
NR_046405	TXNDC12
NM_032864	PRPF38A
NM_015696	GPX7
NM_023077	COA7
NM_018281	ECHDC2
NM_001199082	PODN
NM_001199081	PODN
NM_001199080	PODN
NM_001287595	SLC1A7
NM_001287596	SLC1A7
NM_001287597	SLC1A7
NR_109858	SLC1A7
NM_017887	C1orf123
NM_000098	CPT2
NM_033067	DMRTB1
NR_002314	SLC25A3P1
NR_039942	MIR4781
NM_052940	LRRC42
NM_001276392	LDLRAD1
NM_001276393	LDLRAD1
NM_016491	MRPL37
NR_103541	SSBP3-AS1
NM_176782	FAM151A
NR_026782	MROH7
NM_152607	C1orf177
NM_004623	TTC4
NM_017904	TTC22
NM_001114108	TTC22
NM_174936	PCSK9
NM_182532	TMEM61
NR_038320	LOC100507634
NM_000562	C8A
NM_002353	TACSTD2
NM_001085487	MYSM1
NM_002228	JUN
NR_034015	LINC01135
NM_000775	CYP2J2
NM_152377	C1orf87
NR_073400	MGC34796
NM_019079	L1TD1
NM_001164835	L1TD1
NM_012183	FOXD3
NR_002771	DLEU2L
NM_032437	EFCAB7
NM_017526	LEPROT
NM_001198683	LEPROT
NM_001198681	LEPROT
NM_001037339	PDE4B
NM_001278215	MIER1
NM_001276352	C1orf141
NM_001276351	C1orf141
NR_075077	C1orf141
NR_047584	IL12RB2
NR_047583	IL12RB2
NM_001199741	GADD45A
NM_001924	GADD45A
NM_004675	DIRAS3
NM_004768	SRSF11
NR_027404	HHLA3
NM_001031693	HHLA3
NM_005455	ZRANB2
NM_198715	PTGER3
NR_038420	ZRANB2-AS1
NM_203350	ZRANB2
NM_003838	FPGT
NM_001199329	FPGT
NM_001199328	FPGT
NM_001130043	CRYZ
NM_001130042	CRYZ
NM_001134759	CRYZ
NM_000016	ACADM
NM_001127328	ACADM
NM_001286042	ACADM
NM_201626	USP33
NM_015017	USP33
NR_103535	NEXN-AS1
NM_001039585	PTGFR
NM_006820	IFI44L
NM_207578	PRKACB
NM_021233	DNASE2B
NM_005274	GNG5
NM_004388	CTBS
NM_025065	RPF1
NM_001166294	SSX2IP
NM_001166417	SSX2IP
NM_032184	SYDE2
NM_003921	BCL10
NR_045484	LOC646626
NM_001170670	ZNHIT6
NM_017953	ZNHIT6
NM_020729	ODF2L
NM_001184766	ODF2L
NM_001007022	ODF2L
NM_001206653	SH3GLB1
NM_001206652	SH3GLB1
NM_016009	SH3GLB1
NM_001206651	SH3GLB1
NM_004261	SEP15
NM_203341	SEP15
NR_026987	LINC01140
NM_006769	LMO4
NM_001008661	CCBL2
NM_018284	GBP3
NM_019610	RBMXL1
NM_207398	GBP7
NM_004120	GBP2
NM_052942	GBP5
NM_001134486	GBP5
NM_198460	GBP6
NR_033981	FLJ27354
NR_002830	GEMIN8P4
NM_020063	BARHL2
NM_201269	ZNF644
NM_032186	ZNF644
NM_001134419	CDC7
NM_001134420	CDC7
NM_001242808	BRDT
NM_001242807	BRDT
NM_207189	BRDT
NM_015237	KIAA1107
NM_001287737	SETSIP
NM_001127215	GFI1
NM_005263	GFI1
NM_000969	RPL5
NM_016040	TMED5
NR_030761	TMED5
NM_001938	DR1
NR_034089	LOC100131564
NR_034091	LOC100129046
NM_014597	DNTTIP2
NM_004815	ARHGAP29
NM_001993	F3
NM_001178096	F3
NM_001286055	CNN3
NM_001199679	TMEM56
NM_152487	TMEM56
NR_046105	MIR137HG
NM_001037317	LPPR5
NM_001010861	LPPR5
NM_001013660	FRRS1
NM_000642	AGL
NM_000645	AGL
NM_000644	AGL
NM_001271685	SLC35A3
NM_012243	SLC35A3
NM_001271684	SLC35A3
NM_194292	SASS6
NM_003729	RTCA
NM_001130841	RTCA
NR_110435	RTCA-AS1
NR_110434	RTCA-AS1
NM_022049	GPR88
NM_001144884	SLC30A7
NM_001261440	EXTL2
NM_001261441	EXTL2
NM_133496	SLC30A7
NR_109849	LOC102606465
NM_001400	S1PR1
NR_033424	DNAJA1P5
NM_020978	AMY2B
NR_024438	ACTG1P4
NR_033990	LOC100129138
NM_018137	PRMT6
NM_001143989	NBPF4
NM_013386	SLC25A24
NM_001144937	FNDC7
NM_144584	HENMT1
NM_152763	AKNAD1
NM_001048210	CLCC1
NM_015127	CLCC1
NM_001278203	CLCC1
NR_003023	SCARNA2
NM_001122961	C1orf194
NM_001408	CELSR2
NR_034072	SARS
NM_001284353	KIAA1324
NM_002959	SORT1
NM_001199773	PSMA5
NM_001134402	CYB561D1
NM_001134400	CYB561D1
NM_001134403	CYB561D1
NM_153340	ATXN7L2
NM_001040709	SYPL2
NM_001142368	GSTM2
NM_000850	GSTM4
NM_001257360	AMPD2
NM_005272	GNAT2
NR_024538	GSTM4
NM_000849	GSTM3
NM_139053	EPS8L3
NM_024526	EPS8L3
NM_000851	GSTM5
NR_024537	GSTM3
NM_000757	CSF1
NM_172211	CSF1
NM_006492	ALX3
NM_033088	STRIP1
NM_001242673	AHCYL1
NM_203412	UBL4B
NR_046546	KCNC4-AS1
NM_001010898	SLC6A17
NR_036595	LOC440600
NM_004696	SLC16A4
NM_006402	LAMTOR5
NM_001201546	SLC16A4
NM_001201549	SLC16A4
NM_001201547	SLC16A4
NM_005549	KCNA10
NR_003599	CYMP
NR_108042	LOC440602
NR_109846	KCNA3
NR_109845	KCNA3
NM_002232	KCNA3
NM_001040033	CD53
NM_006090	CEPT1
NM_001025199	CHI3L2
NM_001258003	CHIA
NR_003928	CHIAP2
NM_001258002	CHIA
NM_000677	ADORA3
NM_020683	TMIGD3
NM_002557	OVGP1
NM_001688	ATP5F1
NM_174896	C1orf162
NR_034126	LINC01160
NR_038951	FAM212B-AS1
NM_019099	FAM212B
NM_007204	DDX20
NM_198926	FAM212B
NR_038952	FAM212B-AS1
NR_046783	KCND3-IT1
NM_001270945	LOC643355
NM_024494	WNT2B
NM_020963	MOV10
NM_001286072	MOV10
NM_006135	CAPZA1
NM_182759	FAM19A3
NM_005167	PPM1J
NM_001004440	FAM19A3
NM_003051	SLC16A1
NM_001166496	SLC16A1
NR_103743	SLC16A1-AS1
NR_103777	LOC100996251
NR_038846	LOC643441
NM_018364	RSBN1
NM_012411	PTPN22
NM_022836	DCLRE1B
NM_001253852	AP4B1
NM_005872	BCAS2
NM_002524	NRAS
NM_000036	AMPD1
NM_001102396	SIKE1
NR_049742	SIKE1
NM_001007553	CSDE1
NM_001172412	VANGL1
NM_138959	VANGL1
NM_005599	NHLH2
NM_001111061	NHLH2
NM_152367	MAB21L3
NM_001160233	ATP1A1
NR_024125	ATP1A1-AS1
NM_020440	PTGFRN
NM_001145635	TRIM45
NM_025188	TRIM45
NM_003594	TTF2
NM_017709	FAM46C
NM_017686	GDAP2
NM_001135589	GDAP2
NM_152380	TBX15
NM_001166120	HSD3B2
NM_000862	HSD3B1
NM_001080470	ZNF697
NR_033781	HSD3BP4
NR_036540	LINC00622
NM_006623	PHGDH
NM_021794	ADAM30
NM_001047980	NBPF7
NM_001244910	FCGR1B
NR_027337	HIST2H2BA
NM_001004340	FCGR1B
NR_003955	EMBP1
NR_046228	ANKRD20A12P
NR_027468	LINC01138
NR_104014	LINC01138
NM_001123068	PPIAL4G
NM_001135789	PPIAL4C
NM_001143883	PPIAL4B
NR_037182	LOC653513
NR_003242	PFN1P2
NM_001002811	PDE4DIP
NM_006472	TXNIP
NM_145277	HFE2
NM_213653	HFE2
NM_001039888	ANKRD34A
NM_006099	PIAS3
NM_001280799	ANKRD35
NM_003637	ITGA10
NR_073493	PEX11B
NR_104034	GNRHR2
NR_104033	GNRHR2
NM_005105	RBM8A
NM_001012758	NUDT17
NR_046188	NBPF11
NM_183372	NBPF11
NR_103466	NBPF13P
NR_002305	PDIA3P1
NM_005399	PRKAB2
NR_103870	PRKAB2
NR_103871	PRKAB2
NR_046070	CHD1L
NM_016361	ACP6
NM_005266	GJA5
NM_001135789	PPIAL4C
NM_001143883	PPIAL4B
NM_001164261	PPIAL4D
NM_015383	NBPF14
NM_001277444	NBPF9
NM_173638	NBPF15
NM_001170755	NBPF15
NM_001164261	PPIAL4D
NR_027354	LOC645166
NR_027356	LOC645166
NR_024584	LINC00623
NR_024511	LINC00623
NR_024510	LINC00623
NM_001034077	HIST2H4B
NM_001123375	HIST2H3D
NM_001161334	HIST2H2BF
NM_003516	HIST2H2AA3
NM_021059	HIST2H3C
NM_001040874	HIST2H2AA4
NM_001005464	HIST2H3A
NM_001034077	HIST2H4B
NM_181873	MTMR11
NM_003516	HIST2H2AA3
NM_016074	BOLA1
NM_003528	HIST2H2BE
NM_003517	HIST2H2AC
NM_021059	HIST2H3C
NM_014849	SV2A
NR_036461	HIST2H2BC
NM_001040874	HIST2H2AA4
NM_001278719	SV2A
NM_001005464	HIST2H3A
NM_012113	CA14
NR_045034	APH1A
NM_018997	MRPS21
NM_144697	CIART
NR_051960	FALEC
NM_182763	MCL1
NM_001288607	ADAMTSL4
NM_025008	ADAMTSL4
NM_019032	ADAMTSL4
NM_004425	ECM1
NM_001202858	ECM1
NM_207047	ENSA
NM_207046	ENSA
NM_001197320	MCL1
NM_021960	MCL1
NR_104133	ADAMTSL4-AS1
NM_001288608	ADAMTSL4
NM_018178	GOLPH3L
NM_001197325	ARNT
NM_012432	SETDB1
NM_018379	FAM63A
NM_017860	C1orf56
NM_001159642	BNIPL
NM_138278	BNIPL
NM_006818	MLLT11
NM_030913	SEMA6C
NM_144618	GABPB2
NM_001178062	SEMA6C
NM_001178061	SEMA6C
NM_001204856	SCNM1
NR_037937	SCNM1
NM_000449	RFX5
NM_002796	PSMB4
NM_002651	PI4KB
NM_001198773	PI4KB
NM_020770	CGN
NM_001172648	CELF3
NM_001172649	CELF3
NM_007185	CELF3
NM_001083963	TDRKH
NM_001004432	LINGO4
NM_031420	MRPL9
NM_053055	THEM4
NM_001136003	C2CD4D
NR_103561	NBPF18P
NM_007113	TCHH
NM_001122965	RPTN
NM_002016	FLG
NM_001009931	HRNR
NM_016190	CRNN
NM_001014342	FLG2
NM_178438	LCE5A
NM_019060	CRCT1
NM_014357	LCE2B
NM_178430	LCE2D
NM_178428	LCE2A
NM_178353	LCE1E
NM_178352	LCE1D
NM_178348	LCE1A
NM_001025231	KPRP
NM_178354	LCE1F
NM_178351	LCE1C
NM_001128600	LCE6A
NM_030663	SMCP
NM_005987	SPRR1A
NM_005547	IVL
NM_001199828	SPRR1A
NM_006945	SPRR2D
NM_001014450	SPRR2F
NM_001024209	SPRR2E
NM_001014291	SPRR2G
NM_000427	LOR
NM_020393	PGLYRP4
NM_176823	S100A7A
NM_002963	S100A7
NM_005978	S100A2
NM_014624	S100A6
NM_020672	S100A14
NM_002960	S100A3
NM_000906	NPR1
NM_012437	SNAPIN
NM_024330	SLC27A3
NM_001030	RPS27
NM_014856	DENND4B
NM_001271959	SLC39A1
NM_181715	CRTC2
NM_002870	RAB13
NM_001255981	CREB3L4
NM_006694	JTB
NM_006118	HAX1
NM_138740	C1orf43
NM_014847	UBAP2L
NM_001287816	UBAP2L
NR_103460	TPM3
NM_020452	ATP8B2
NM_001005855	ATP8B2
NM_001098475	TDRD10
NM_017582	UBE2Q1
NM_182499	TDRD10
NM_001010846	SHE
NM_001025107	ADAR
NM_000748	CHRNB2
NM_001111	ADAR
NM_001193495	ADAR
NM_015841	ADAR
NM_006556	PMVK
NM_003029	SHC1
NM_001184892	FLAD1
NR_040772	LOC100505666
NM_001252406	ZBTB7B
NM_183001	SHC1
NR_040773	LOC100505666
NR_024163	CKS1B
NM_001256455	ZBTB7B
NR_049765	ZBTB7B
NR_046206	ZBTB7B
NM_018973	DPM3
NM_002455	MTX1
NR_104150	TRIM46
NM_001287589	SLC50A1
NR_046329	TRIM46
NM_001204286	MUC1
NM_001204285	MUC1
NM_001282379	TRIM46
NM_198883	MTX1
NM_001287592	SLC50A1
NM_014328	RUSC1
NM_006589	FAM189B
NR_103478	RUSC1
NM_001278229	RUSC1
NM_001105203	RUSC1
NM_001135821	FDPS
NM_000157	GBA
NM_020897	HCN3
NM_052837	SCAMP3
NM_001267608	FAM189B
NM_000298	PKLR
NM_181871	PKLR
NM_001039517	RUSC1-AS1
NR_073074	HCN3
NR_027023	ASH1L-AS1
NM_139118	YY1AP1
NM_001198903	YY1AP1
NM_001198904	YY1AP1
NM_001199849	DAP3
NM_001282856	GON4L
NR_024117	MSTO2P
NM_006912	RIT1
NM_181885	RXFP4
NM_001162383	ARHGEF2
NM_014949	KIAA0907
NM_004723	ARHGEF2
NM_001256821	RIT1
NM_001093725	MEX3A
NM_014017	LAMTOR2
NM_020131	UBQLN4
NM_001199662	PMF1-BGLAP
NM_001193301	SEMA4A
NR_104408	SLC25A44
NM_001272106	PAQR6
NM_001193302	SEMA4A
NR_104411	SLC25A44
NR_026678	TMEM79
NM_020407	RHBG
NM_001256609	GLMP
NR_036565	CCT3
NM_001256396	RHBG
NM_001256395	RHBG
NM_032323	TMEM79
NR_046115	RHBG
NM_001271629	MEF2D
NM_005920	MEF2D
NM_198427	BCAN
NM_021948	BCAN
NM_144772	APOA1BP
NM_021817	HAPLN2
NM_182679	GPATCH4
NM_001105669	TTC24
NM_001126051	HDGF
NM_030980	ISG20L2
NM_006617	NES
NM_004494	HDGF
NM_001142560	RRNAD1
NM_001199723	CRABP2
NM_003975	SH2D2A
NM_001080471	PEAR1
NM_001007792	NTRK1
NM_014215	INSRR
NM_014784	ARHGEF11
NM_198236	ARHGEF11
NM_001145312	ETV3
NR_001560	CYCSP52
NM_001004341	ETV3L
NM_031281	FCRL5
NM_001195388	FCRL5
NM_052939	FCRL3
NM_030764	FCRL2
NM_001159397	FCRL1
NM_018240	KIRREL
NM_001286349	KIRREL
NM_001766	CD1D
NR_033946	LOC646268
NM_001763	CD1A
NM_001185107	CD1E
NM_001004475	OR10T2
NM_001004473	OR10K1
NM_001004472	OR10R2
NM_001004477	OR10X1
NM_001160325	OR6P1
NM_001005189	OR6Y1
NM_001004478	OR10Z1
NM_001005184	OR6K6
NM_004833	AIM2
NM_002036	ACKR1
NM_021189	CADM3
NM_001127173	CADM3
NR_037870	CADM3-AS1
NM_001122951	ACKR1
NM_012351	OR10J1
NM_001004469	OR10J5
NM_001639	APCS
NM_000567	CRP
NM_017823	DUSP23
NM_001134233	C1orf204
NM_020125	SLAMF8
NM_003564	TAGLN2
NM_001013661	VSIG8
NM_145167	PIGM
NM_144699	ATP1A4
NM_052868	IGSF8
NM_004983	KCNJ9
NR_028104	DCAF8
NR_028105	DCAF8
NM_005598	NHLH1
NM_020335	VANGL2
NM_001184879	CD84
NM_001184714	SLAMF6
NM_001184882	CD84
NM_001184881	CD84
NM_003874	CD84
NM_003037	SLAMF1
NM_001256030	CD48
NR_104401	SLAMF1
NM_001282596	SLAMF7
NM_001033667	LY9
NM_001261457	LY9
NM_001282590	SLAMF7
NM_001282589	SLAMF7
NM_001282588	SLAMF7
NM_001261456	LY9
NM_080878	ITLN2
NM_017625	ITLN1
NM_016946	F11R
NM_007122	USF1
NM_001287600	ARHGAP30
NM_152366	KLHDC9
NM_030916	PVRL4
NM_001025598	ARHGAP30
NR_033386	KLHDC9
NM_207005	USF1
NM_001007255	KLHDC9
NM_012475	USP21
NM_005099	ADAMTS4
NM_004550	NDUFS2
NM_003779	B4GALT3
NM_001185092	NIT1
NM_032174	TOMM40L
NM_000309	PPOX
NM_001199874	B4GALT3
NM_001014443	USP21
NM_001102566	PCP4L1
NM_001035512	SDHC
NR_103459	SDHC
NR_024151	HSPA7
NR_047648	FCGR2C
NM_201563	FCGR2C
NM_002155	HSPA6
NM_001271037	FCGR3B
NM_001127592	FCGR3A
NM_001288831	FCRLB
NM_001288829	FCRLB
NM_001184872	FCRLA
NM_001002901	FCRLB
NM_001002273	FCGR2B
NM_001288832	FCRLB
NR_002595	RPL31P11
NM_007240	DUSP12
NM_015441	OLFML2B
NM_053282	SH2D1B
NM_001085375	C1orf226
NM_001126060	NOS1AP
NM_182581	C1orf111
NM_144624	UHMK1
NM_001184763	UHMK1
NM_175866	UHMK1
NM_016371	HSD17B7
NM_001254749	RGS5
NM_001195303	RGS5
NM_003617	RGS5
NR_104294	LOC100422212
NM_001256571	RXRG
NM_000696	ALDH9A1
NM_004528	MGST3
NM_017542	POGK
NM_199351	ILDR2
NM_001080426	DUSP27
NM_005814	GPA33
NM_003851	CREG1
NM_003953	MPZL1
NM_024569	MPZL1
NM_018417	ADCY10
NM_001267611	GPR161
NM_001267612	GPR161
NM_001267610	GPR161
NM_153832	GPR161
NM_001267609	GPR161
NM_001267613	GPR161
NM_001267614	GPR161
NR_026844	ANKRD36BP1
NM_005149	TBX19
NM_006996	SLC19A2
NM_021179	CCDC181
NM_000130	F5
NM_003005	SELP
NM_181093	SCYL3
NM_020423	SCYL3
NM_018186	C1orf112
NR_026957	LINC01142
NM_001146039	GORAB
NR_027397	GORAB
NM_001002294	FMO3
NR_002601	FMO6P
NM_002021	FMO1
NM_001282692	FMO1
NM_001282694	FMO1
NM_015172	PRRC2C
NM_000261	MYOC
NM_014955	METTL13
NM_001007239	METTL13
NR_038397	DNM3OS
NM_139240	C1orf105
NM_002642	PIGC
NM_001282751	SUCO
NM_003326	TNFSF4
NM_004905	PRDX6
NM_001195190	LOC730159
NM_198493	ANKRD45
NM_001171182	CENPL
NM_001122770	ZBTB37
NM_032522	ZBTB37
NM_000488	SERPINC1
NM_001243764	RABGAP1L
NR_037606	MRPS14
NM_014656	KIAA0040
NM_001162894	KIAA0040
NM_001162893	KIAA0040
NM_033127	SEC16B
NR_027982	RASAL2-AS1
NM_001170724	TEX35
NR_033186	C1orf220
NM_001136000	ABL2
NM_022371	TOR3A
NM_005158	ABL2
NM_014625	NPHS2
NM_173509	FAM163A
NM_015602	TOR1AIP1
NM_001267578	TOR1AIP1
NR_026900	FLJ23867
NM_002826	QSOX1
NR_037642	LHX4-AS1
NM_020950	KIAA1614
NM_005819	STX6
NM_016545	IER5
NR_046249	GM140
NM_001009992	ZNF648
NR_034131	LINC00272
NM_172000	TEDDM1
NM_001033056	GLUL
NM_001033044	GLUL
NM_002065	GLUL
NM_021133	RNASEL
NM_001200052	NPL
NM_001200050	NPL
NM_030933	SHCBP1L
NM_005562	LAMC2
NM_018891	LAMC2
NR_040063	SMG7-AS1
NM_001190789	NCF2
NM_005717	ARPC5
NM_001190794	NCF2
NM_203454	APOBEC4
NM_001270439	ARPC5
NM_015101	COLGALT2
NM_001202423	TRMT1L
NM_030934	TRMT1L
NM_006469	IVNS1ABP
NM_003292	TPR
NM_001127709	PRG4
NM_144766	RGS13
NM_002923	RGS2
NM_004600	TROVE2
NR_033393	TROVE2
NM_000186	CFH
NM_001014975	CFH
NM_001166624	CFHR3
NM_002113	CFHR1
NM_030787	CFHR5
NM_018136	ASPM
NM_001994	F13B
NM_001206846	ASPM
NM_001195216	DENND1B
NM_012482	ZNF281
NM_001281293	ZNF281
NR_040064	LINC00862
NM_001142569	C1orf106
NM_005298	GPR25
NM_018265	C1orf106
NM_001252103	KIF21B
NM_001252102	KIF21B
NM_001252100	KIF21B
NM_001270601	ASCL5
NM_001288567	TMEM9
NM_001288565	TMEM9
NM_000299	PKP1
NM_001005337	PKP1
NM_003281	TNNI1
NM_005558	LAD1
NR_073080	PHLDA3
NR_026667	RPS10P7
NM_012134	LMOD1
NM_020216	RNPEP
NR_030775	SHISA4
NM_004767	GPR37L1
NR_002930	PTPRVP
NM_001199797	PTPN7
NR_037664	PTPN7
NM_001197131	PPP1R12B
NM_001136504	SYT2
NM_002871	RABIF
NR_038135	MGAT4EP
NM_021633	KLHL12
NR_002929	LOC148709
NR_046325	PCAT6
NM_138391	TMEM183A
NM_001079809	TMEM183B
NM_001276	CHI3L1
NM_000674	ADORA1
NM_004997	MYBPH
NM_006763	BTG2
NR_034150	LINC01136
NR_034151	LINC01136
NM_002023	FMOD
NR_103757	FMOD
NM_201348	PRELP
NM_002725	PRELP
NR_046213	LINC00260
NM_001174108	ZBED6
NM_001136190	LAX1
NM_003094	SNRPE
NM_018208	ETNK2
NM_002256	KISS1
NR_027022	LINC00628
NM_002646	PIK3C2B
NM_032833	PPP1R15B
NM_001204172	MDM4
NM_001204171	MDM4
NM_001278517	MDM4
NM_001278518	MDM4
NM_002393	MDM4
NM_001278519	MDM4
NM_001160331	NFASC
NM_001193273	RBBP5
NM_005057	RBBP5
NM_001193272	RBBP5
NM_203376	TMEM81
NM_005076	CNTN2
NM_001242925	TMCC2
NM_014858	TMCC2
NM_030952	NUAK2
NM_001271864	KLHDC8A
NM_018203	KLHDC8A
NR_038425	LEMD1-AS1
NM_001271863	KLHDC8A
NM_212502	CDK18
NM_002596	CDK18
NR_103783	BLACAT1
NM_001973	ELK4
NM_033102	SLC45A3
NM_021795	ELK4
NM_181644	MFSD4
NM_001135664	RAB29
NM_001135662	RAB29
NM_022731	NUCKS1
NM_001135663	RAB29
NM_003929	RAB29
NM_173854	SLC41A1
NM_134325	SLC26A9
NR_046097	LOC284581
NM_000707	AVPR1B
NM_148964	CTSE
